,id,overview,title,release_date,popularity,vote_average,vote_count
1075,716612,"During her Christmas holidays with the royal family at the Sandringham estate in Norfolk, England, Diana decides to leave her marriage to Prince Charles.",Spencer,2021-11-04,15.146,6.8,1644
1076,20504,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",The Book of Eli,2010-01-14,44.458,6.8,6135
1077,198184,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",Chappie,2015-03-04,65.737,6.8,7942
1078,84332,Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel.,Safety Not Guaranteed,2012-06-08,14.489,6.8,1451
1079,8366,"Abahachi, Chief of the Apache Indians, and his blood brother Ranger maintain peace and justice in the Wild West. One day, Abahachi needs to take up a credit from the Shoshone Indians to finance his tribe's new saloon. Unfortunately Santa Maria, who sold the saloon, betrays Abahachi, takes the money and leaves. Soon, the Shoshones are on the warpath to get their money back, and Abahachi is forced to organize it quickly.",Manitou's Shoe,2001-07-11,9.657,6.8,492
1080,9282,Tells the seemingly random yet vitally connected story of a set of incidents that all converge one evening at 11:14pm. The story follows the chain of events of five different characters and five different storylines that all converge to tell the story of murder and deceit.,11:14,2003-09-05,16.255,6.782,856
1081,752505,"Cristina, a journalist of Mexican origin, travels to her ancestral home in Veracruz to investigate a story of sorcery and healing. There, she is kidnapped by a group of locals who claim she's the devil incarnated.",The Old Ways,2021-04-04,8.222,6.8,333
1082,502422,A police officer faces a personal meltdown following a divorce and the death of his mother.,Thunder Road,2018-09-12,8.137,6.8,411
1083,227719,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",Project Almanac,2015-01-28,24.558,6.781,2620
1084,170522,"In order to wipe out the Gaulish village by any means necessary, Caesar plans to absorb the villagers into Roman culture by having an estate built next to the village to start a new Roman colony.",Asterix: The Mansions of the Gods,2014-11-26,18.625,6.8,1366
1085,648579,"Creatively unfulfilled and facing financial ruin, Nick Cage must accept a $1 million offer to attend the birthday of a dangerous superfan. Things take a wildly unexpected turn when Cage is recruited by a CIA operative and forced to live up to his own legend, channeling his most iconic and beloved on-screen characters in order to save himself and his loved ones.",The Unbearable Weight of Massive Talent,2022-04-20,41.519,6.778,2035
1086,9031,"In Africa, Slim and Tom don't like it when a German tyrant starts selling all of the African wildlife to Canadian zoos. Slim and Tom must teach this guy a lesson by beating the hell out of him and his gang.",I'm for the Hippopotamus,1979-11-30,13.618,6.8,474
1087,496,"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-01,25.822,6.778,5417
1088,98548,"After flying home to L.A. for the funeral of his estranged record-producer father, a struggling man discovers that the will stipulates that he must deliver $150,000 in cash to a 30-year-old alcoholic sister he never knew existed, and her troubled 12-year-old son.",People Like Us,2012-06-29,10.836,6.777,618
1089,18198,"Elina, heroine of the Fairytopia films tells her friend Bibble the story of Flutterfield, a faraway kingdom populated by fairies with butterfly wings. Henna, the evil butterfly fairy has poisoned the queen of Flutterfield in an attempt to take over the kingdom.",Barbie Mariposa,2008-02-26,23.839,6.777,511
1090,587807,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",Tom & Jerry,2021-02-10,41.844,6.774,2451
1091,51052,"For hundreds of years, the Claus family has delegated the title ""Santa"" to a chosen few of its members, which can be passed down upon retirement. Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in a one-night high-tech operation. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one—Arthur Claus, the current Santa’s misfit son deemed ineligible for the title, who executes an unauthorised rookie mission to get the last present halfway around the globe before dawn on Christmas morning.",Arthur Christmas,2011-11-10,24.815,6.774,1497
1092,27554,"A stark portrayal of life among a group of heroin addicts who hang out in Needle Park in New York City. Played against this setting is a low-key love story between Bobby, a young addict and small-time hustler, and Helen, a homeless girl who finds in her relationship with Bobby the stability she craves.",The Panic in Needle Park,1971-06-01,8.945,6.8,325
1093,11319,Two agents of the mouse-run International Rescue Aid Society search for a little orphan girl kidnapped by sinister treasure hunters.,The Rescuers,1977-06-22,25.608,6.774,2490
1094,2179,"In Venice Beach, naive Midwesterner JB bonds with local slacker KG and they form the rock band Tenacious D. Setting out to become the world's greatest band is no easy feat, so they set out to steal what could be the answer to their prayers... a magical guitar pick housed in a rock-and-roll museum some 300 miles away.",Tenacious D in The Pick of Destiny,2006-11-22,18.08,6.8,1608
1095,33908,"An Asian cross-cultural trilogy of horror films from accomplished indie directors: ""Dumplings"", directed by Fruit Chan of Hong Kong; ""Cut"", directed by Park Chan-Wook of Korea; ""Box"", directed by Miike Takashi of Japan. The first film ""Dumplings"" was extended and turned into a full-length theatrical film of the same name.",Three... Extremes,2004-08-20,11.787,6.8,367
1096,25284,A devious femme fatale steals her husband’s drug money and hides out in a small town where she meets the perfect dupe for her next scheme.,The Last Seduction,1994-05-26,13.574,6.8,378
1097,10195,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",Thor,2011-04-21,78.984,6.77,21234
1098,8852,"A group of graduate students and scientists uncover an ancient canister in an abandoned church, but when they open it, they inadvertently unleash a strange liquid and an evil force on all of humanity.",Prince of Darkness,1987-10-23,14.051,6.8,1020
1099,419709,"Thirty years after serving together in the Vietnam War, Larry, Sal and Richard, reunite for a different type of mission: to bury Doc's son, a young Marine killed in Iraq. Forgoing the burial, the trio take the casket on a bittersweet trip up the coast to New Hampshire - along the way,  reminiscing and coming to terms with the shared memories of a war that continues to shape their lives.",Last Flag Flying,2017-11-03,8.962,6.8,446
1100,12160,"From Wichita to Dodge City, to the O.K. Corral in Tombstone, Wyatt Earp is taught that nothing matters more than family and the law. Joined by his brothers and Doc Holliday, Earp wages war on the dreaded Clanton and McLaury gangs.",Wyatt Earp,1994-06-24,41.076,6.766,852
